300	1.03351869572291E-18
300.2	1.03541113516044E-18
300.4	1.0354289322662E-18
300.6	1.03370830974378E-18
300.8	1.03234932607635E-18
301	1.03096493579438E-18
301.2	1.02917038043997E-18
301.4	1.02756177988614E-18
301.6	1.02586843517695E-18
301.8	1.02387241491943E-18
302	1.02196641974123E-18
302.2	1.02029557090298E-18
302.4	1.01845517136628E-18
302.6	1.01678825202993E-18
302.8	1.01522794899909E-18
303	1.01324255294927E-18
303.2	1.0112563460518E-18
303.4	1.00899546910094E-18
303.6	1.00663990988158E-18
303.8	1.00473214746839E-18
304	1.00308992785425E-18
304.2	1.00128098511933E-18
304.4	9.99686335338101E-19
304.6	9.98490748226564E-19
304.8	9.96900485347323E-19
305	9.94855294348203E-19
305.2	9.93024812126882E-19
305.4	9.91208550954193E-19
305.6	9.88813301695111E-19
305.8	9.8660548340618E-19
306	9.84746974900525E-19
306.2	9.82720849260494E-19
306.4	9.81070063747455E-19
306.6	9.7975162255176E-19
306.8	9.78017880904941E-19
307	9.76131554022822E-19
307.2	9.74449748321505E-19
307.4	9.72558265268528E-19
307.6	9.70684932771664E-19
307.8	9.69359547377943E-19
308	9.68406986399541E-19
308.2	9.67020932837912E-19
308.4	9.65364679288036E-19
308.6	9.636313950441E-19
308.8	9.61211113407424E-19
309	9.58555394359784E-19
309.2	9.56299278550654E-19
309.4	9.54424844129549E-19
309.6	9.52781335469911E-19
309.8	9.50994119339854E-19
310	9.49113988181865E-19
310.2	9.47534328720927E-19
310.4	9.45938244357292E-19
310.6	9.44030149288725E-19
310.8	9.42489680883049E-19
311	9.40922745517377E-19
311.2	9.38579931191043E-19
311.4	9.36466441720267E-19
311.6	9.34794906779088E-19
311.8	9.33003636405207E-19
312	9.31298170532157E-19
312.2	9.30027798153819E-19
312.4	9.2838537062903E-19
312.6	9.26480810030438E-19
312.8	9.2491354201218E-19
313	9.22783066283289E-19
313.2	9.20407734815305E-19
313.4	9.18435541055808E-19
313.6	9.1660788640935E-19
313.8	9.1470361689014E-19
314	9.13186642324324E-19
314.2	9.11613885479836E-19
314.4	9.09411452061802E-19
314.6	9.07070862373338E-19
314.8	9.05074239176032E-19
315	9.03279579866285E-19
315.2	9.01395165758841E-19
315.4	8.99660384558743E-19
315.6	8.97807385671497E-19
315.8	8.95380263792118E-19
316	8.93437031914901E-19
316.2	8.92027754789448E-19
316.4	8.90288940134914E-19
316.6	8.88757037628142E-19
316.8	8.87597107101884E-19
317	8.86150697232745E-19
317.2	8.84543427305993E-19
317.4	8.83063502323502E-19
317.6	8.81356352381395E-19
317.8	8.79626810518087E-19
318	8.77764310133985E-19
318.2	8.75764984106531E-19
318.4	8.73416202761687E-19
318.6	8.71480060616604E-19
318.8	8.69912397566424E-19
319	8.68087321008179E-19
319.2	8.65914930598898E-19
319.4	8.64063802901966E-19
319.6	8.62140821468428E-19
319.8	8.59832665758463E-19
320	8.57707013547837E-19
320.2	8.55405344633014E-19
320.4	8.53295971782603E-19
320.6	8.51334734886169E-19
320.8	8.49109930341902E-19
321	8.46534942790163E-19
321.2	8.44675436315588E-19
321.4	8.4316798403322E-19
321.6	8.41397941279748E-19
321.8	8.3972199864439E-19
322	8.38586455977154E-19
322.2	8.3745355376631E-19
322.4	8.3585268747155E-19
322.6	8.34125058380126E-19
322.8	8.32086395760502E-19
323	8.30056402992319E-19
323.2	8.28120260847228E-19
323.4	8.26008039629767E-19
323.6	8.23903656621127E-19
323.8	8.22136254326834E-19
324	8.20351678655951E-19
324.2	8.17959069856038E-19
324.4	8.15279046115297E-19
324.6	8.1290695804627E-19
324.8	8.10674211332269E-19
325	8.08381066731982E-19
325.2	8.06532142883523E-19
325.4	8.049504251082E-19
325.6	8.03036259065787E-19
325.8	8.00908610914537E-19
326	7.9864902300917E-19
326.2	7.96537051281142E-19
326.4	7.94708273918247E-19
326.6	7.92496027145737E-19
326.8	7.90306899976138E-19
327	7.88669150427122E-19
327.2	7.87020464807218E-19
327.4	7.85206573809284E-19
327.6	7.83389480996746E-19
327.8	7.81570267501665E-19
328	7.7914719987168E-19
328.2	7.76580507931632E-19
328.4	7.74646964666934E-19
328.6	7.73214962967676E-19
328.8	7.71540122253756E-19
329	7.69643337495792E-19
329.2	7.67728360602933E-19
329.4	7.65409019327046E-19
329.6	7.6300289637081E-19
329.8	7.60994526252156E-19
330	7.59280244993531E-19
330.2	7.57237860782651E-19
330.4	7.54853526802245E-19
330.6	7.52622297833783E-19
330.8	7.50477309982431E-19
331	7.48000996572041E-19
331.2	7.45650073749662E-19
331.4	7.43824810070128E-19
331.6	7.41897795182135E-19
331.8	7.39554835318872E-19
332	7.37270630854417E-19
332.2	7.34994722001663E-19
332.4	7.32400107738186E-19
332.6	7.29659852434636E-19
332.8	7.27471806399872E-19
333	7.25845325577096E-19
333.2	7.24357936625491E-19
333.4	7.22637854671852E-19
333.6	7.20973658957791E-19
333.8	7.18871105557869E-19
334	7.16305245260426E-19
334.2	7.14356004780306E-19
334.4	7.1270869136624E-19
334.6	7.10538795879211E-19
334.8	7.08620908245533E-19
335	7.06685285877048E-19
335.2	7.03510768721395E-19
335.4	7.00403656026601E-19
335.6	6.97866674445493E-19
335.8	6.95187128899783E-19
336	6.92914962427652E-19
336.2	6.91055643074302E-19
336.4	6.88983070312159E-19
336.6	6.86691568202103E-19
336.8	6.83970315886666E-19
337	6.81256610706248E-19
337.2	6.79624370778399E-19
337.4	6.78190996870455E-19
337.6	6.76225664145784E-19
337.8	6.74617001226508E-19
338	6.73008421462004E-19
338.2	6.70733697700793E-19
338.4	6.68177110196227E-19
338.6	6.65948604848106E-19
338.8	6.63831601698922E-19
339	6.61244243494956E-19
339.2	6.58499518127917E-19
339.4	6.5635453027457E-19
339.6	6.54599935241979E-19
339.8	6.52794714098775E-19
340	6.50966706003843E-19
340.2	6.48765790330171E-19
340.4	6.46340830717357E-19
340.6	6.4383424559504E-19
340.8	6.41384045694252E-19
341	6.39070671439606E-19
341.2	6.36835700090458E-19
341.4	6.34744997567135E-19
341.6	6.32970796608848E-19
341.8	6.31023739187762E-19
342	6.28725978982569E-19
342.2	6.265739429778E-19
342.4	6.24272066149449E-19
342.6	6.21214955838832E-19
342.8	6.18471789797215E-19
343	6.16553091310246E-19
343.2	6.14228219629272E-19
343.4	6.11381306441364E-19
343.6	6.09052796328106E-19
343.8	6.07000203731325E-19
344	6.04681818842145E-19
344.2	6.02941923055166E-19
344.4	6.01767958596673E-19
344.6	6.00007063888478E-19
344.8	5.9747611169844E-19
345	5.95101445542758E-19
345.2	5.93008185726987E-19
345.4	5.90519148216494E-19
345.6	5.88290913155514E-19
345.8	5.86660731535535E-19
346	5.84810684967462E-19
346.2	5.82593531516217E-19
346.4	5.80129089771764E-19
346.6	5.77737042330777E-19
346.8	5.75218772658326E-19
347	5.72772523052116E-19
347.2	5.70402659618299E-19
347.4	5.68463294867664E-19
347.6	5.66704167395533E-19
347.8	5.64702242492816E-19
348	5.62726888499559E-19
348.2	5.60482083000338E-19
348.4	5.5808745747502E-19
348.6	5.55898808496712E-19
348.8	5.53626600445402E-19
349	5.51228627564953E-19
349.2	5.49268097566252E-19
349.4	5.47414724438803E-19
